org_id,ico
1835519,60338768
1835640,60339969
1838752,60370483
1843665,60419288
1843691,60419555
1843719,60419849
1844860,60432047
1845020,60433655
1845054,60433990
1845100,60434473
1845127,60434741
1845256,60436034
1845407,60437553
1846213,60445572
1846218,60445629
1846266,60446111
1846379,60447231
1846446,60447907
1846604,60449489
1847364,60456922
1847409,60457376
1847659,60459841
1847693,60460172
1855534,60552808
1855565,60553111
1855638,60553847
1855639,60553855
1855695,60554410
1855740,60554860
1865285,60650729
1866768,60665114
1879788,60800526
1879821,60800852
1879866,60801310
1879912,60801778
1880020,60802847
1880076,60803401
1881591,60818557
1882668,60829273
1886732,60869623
1886742,60869721
1898805,60990163
1898814,60990252
1898838,60990490
1898841,60990520
1921253,61222861
1922410,61234427
1936711,61378216
1936845,61379549
1937445,61385549
1937501,61386103
1937642,61387517
1937645,61387541
1937652,61387614
1937804,61389145
1937888,61389986
1969064,61704008
1970265,61715824
1970306,61716235
1970310,61716278
1973057,61743275
1973125,61743950
1989050,61904571
1997242,61988430
2001517,62032241
2004289,62060058
2014179,62158864
2014306,62160133
2016399,62181122
2016477,62181904
2016519,62182323
2030314,62330926
2030675,62334638
2030737,62335260
2030746,62335359
2030796,62335847
2032063,62348345
2041383,62450662
2041733,62454234
2048002,62516698
2049935,62535901
2059527,62633121
2064645,62690566
2064718,62691295
2064721,62691325
2064953,62693654
2065341,62697536
2065373,62697854
2072447,62770128
2072673,62772376
2088427,62930621
2088429,62930648
2088661,62932985
2089336,62939769
2089441,62940813
2089474,62941143
2097387,63025728
2105595,63108577
2105617,63108780
2105686,63109476
2105729,63109905
2105784,63110458
2105902,63111632
2106028,63112892
2106095,63113554
2124003,63293277
2138274,63438640
2139915,63455170
2163528,63696100
2163574,63696550
2164050,63701324
2166877,63729512
2176774,63830311
2176889,63831465
2177172,63834308
2177247,63835053
2177454,63837137
2177534,63837943
2177641,63839008
2205426,64121810
2205574,64123316
2205590,64123502
2205601,64123618
2205614,64123740
2205627,64123871
2212855,64203476
2214993,64225003
2215076,64225861
2216837,64243737
2219096,64269248
2219339,64271668
2224671,64327400
2224694,64327639
2224924,64329941
2225008,64330788
2225095,64331661
2227386,64354245
2227421,64354598
2227472,64355101
2227541,64355799
2236555,64446654
2250249,64601960
2252619,64626741
2252673,64627284
2252735,64627900
2252770,64628256
2253069,64631222
2261609,64730913
2263841,64753085
2264815,64763374
2266706,64782221
2266772,64782883
2269044,64806332
2269397,64809862
2269458,64810470
2269501,64810917
2269801,64814084
2281300,64934195
2281361,64934802
2281458,64935779
2281542,64936619
2281638,64937577
2286941,64991431
2289591,65018133
2295829,65080173
2295841,65080297
2295932,65081391
2317171,66596785
2330504,66743052
2330570,66743711
2349229,66933188
2349455,66935458
2372775,67180205
2390152,67362711
2390213,67363334
2397843,67440568
2424833,67728324
2429268,67774156
2429538,67776841
2449644,67982531
2468757,68177801
2488986,68383681
2491114,68404999
2537890,68898266
2537924,68898606
2537937,68898746
2537938,68898754
2540435,68923261
2545504,68974931
2568666,69211493
2568673,69211566
2568691,69211752
2806283,65269811
2806322,65270207
2814029,65351037
2814030,65351045
2814186,65352611
2814238,65353137
2818436,65397878
2818465,65398173
2827215,65497856
2842968,65660692
2852960,65763084
2865485,65888111
2865498,65888251
2865909,65892399
2866028,65893573
2868057,65913892
2872357,65956559
2875761,65990340
2875880,65991532
2875884,65991575
2875910,65991834
2875951,65992245
2876363,65996399
2876394,65996704
2876773,66000505
2876928,66002052
2877048,66003270
2877217,66004977
2890907,66145279
2893888,66180643
2893907,66180830
2894245,66184215
2894259,66184363
2894273,66184509
2907715,66325421
2908023,66328551
2911214,66360641
2911269,66361192
2911403,66362539
2941712,25654675
2942231,25750224
2942306,25766082
2949737,43000746
2952009,44016701
2953781,45213216
2959251,48148873
2959886,48548251
2964005,60555858
2971527,65341279
3023106,26704323
3023366,26719363
3025949,26730731
3025992,26297809
3026316,26725215
3026808,26723590
3030718,26743051
3030735,26731991
3030943,26308151
3031834,26308452
3031913,26791722
3033117,26737060
3035446,26751429
3037522,25982117
3038025,26508273
3068560,26770041
3072222,25989499
3073086,26779480
3073754,26779021
3074364,26775913
3076300,26895358
3080458,26805332
3096311,27063259
3096330,48551422
3101353,26749025
3107249,26808153
3107357,26780011
3110723,26781310
3111001,25994395
3111067,27066401
3116147,26063786
3126552,27068102
3126624,27082857
3129043,27077799
3136284,26775425
3136711,27084728
3137528,27084248
3145382,26817608
3147135,26907879
3147906,27098311
3151897,27093824
3152482,27094723
3165978,26000776
3171165,27118258
3174400,27103471
3174796,27123146
3177728,25481291
3187068,27123332
3187078,27126854
3187113,27122620
3194650,27135314
3196354,26923041
3197129,26370450
3197278,27135284
3198201,27135187
3199056,27147134
3199847,26829207
3201539,26924943
3203885,27143686
3203893,27151115
3206009,25489241
3208360,26930439
3208464,26010798
3214168,27138143
3215047,27149331
3215834,26370379
3215905,27162125
3216874,27168859
3217408,26374927
3218132,26014203
3224269,25492284
3224915,27167747
3225371,27165728
3225552,27175405
3225808,27171027
3226851,26014131
3229089,26939321
3232406,27178137
3235860,26934353
3236456,27173364
3236474,27182711
3239516,26940311
3239760,26942879
3241066,26081601
3247838,27189023
3251652,26842785
3254694,27203956
3255228,26850567
3256880,26950031
3259321,27185036
3260724,27209091
3265939,27205215
3265941,27207129
3265959,27211622
3265968,27214982
3266248,26955792
3266379,26850737
3267095,26851423
3267661,27461980
3267671,27209661
3267672,27209695
3268286,27191524
3272367,27214451
3273222,26957027
3274136,26854210
3275308,26086557
3280794,25992678
3287747,27240771
3288744,27245098
3289544,26859360
3292361,26969319
3294933,27240843
3296062,27243940
3297249,27248445
3297507,26862573
3298011,26973278
3302505,26091151
3302512,26973367
3303029,26973391
3303155,26969963
3303524,27248763
3304182,26971721
3304655,26975513
3305514,27256715
3310629,27360938
3314727,27480658
3315897,27369242
3321611,27376214
3321863,27377245
3324724,27278824
3324798,27384691
3328675,27278794
3335379,27398587
3335856,27395243
3336592,26401312
3337768,27395359
3342236,27410552
3342599,27669602
3342720,27667758
3345327,27413501
3349664,27671054
3353001,27760511
3354009,26880351
3359208,27430286
3360965,27680304
3361144,27427846
3361186,27436616
3368380,27492061
3374188,27442942
3381272,27561755
3382110,27563324
3383672,27451186
3383854,27563910
3391032,27297781
3391036,27574601
3391687,27565530
3392406,27574512
3393570,27565441
3393639,27573281
3393792,27565611
3401972,27591531
3402903,27582698
3404379,66743524
3407263,27607763
3408833,27606741
3409082,27607551
3409114,27608646
3413003,27613861
3414015,27609308
3416529,27621936
3417044,27620425
3417090,27624668
3422721,26112990
3424971,27784819
3434163,27712630
3435569,27640981
3435735,27638006
3436101,27786625
3436113,27710246
3439080,27714012
3447195,27652122
3449580,27651134
3451341,27654451
3452779,27653684
3453648,27634353
3456263,27715086
3457497,27654991
3457729,27653439
3457958,27717640
3461216,27863352
3461684,27658864
3461854,27650537
3463261,27792404
3463363,27868931
3463397,27721841
3464008,27720284
3465640,27864511
3467516,27974243
3471062,27872335
3476933,27881091
3479733,27724743
3481340,27320634
3481789,27513947
3482108,27888614
3488155,27896005
3488703,27727343
3498054,27982246
3499605,27803201
3499820,27804763
3500790,27732207
3502389,27917169
3505324,27915492
3508198,27924041
3508708,27922715
3512140,27328279
3513729,27936571
3520517,27740315
3522176,27733947
3525237,27923070
3525981,27739236
3529864,27809013
3548578,27811484
3558076,27744051
3558453,27956270
3560520,28165241
3561580,27522849
3561836,27947564
3564660,27750264
3566296,28174623
3569836,28072511
3570799,27815102
3580198,28073053
3586865,28188977
3594416,27817181
3599418,27526321
3600338,27338835
3601249,28196112
3601278,28073924
3605021,27339246
3608126,28202562
3609792,28199545
3611621,28197186
3622079,28212185
3622708,28196694
3627182,28213599
3627845,27825001
3635629,28212584
3641745,27532127
3642054,27828913
3642269,28230442
3642721,28268539
3644524,28207904
3665862,28271963
3666504,28220374
3666518,28235240
3671775,28242688
3672929,27832881
3673800,28273702
3679795,28260091
3682963,27533832
3688111,28245555
3688801,28371224
3689404,28361610
3695942,28369432
3695990,27536971
3696414,28361580
3700833,28282051
3708358,28272862
3708672,28378105
3717937,27538354
3720553,27358534
3755603,28405145
3765165,28417453
3767372,28085264
3768205,28429052
3768716,28427718
3769114,28429893
3769157,28295790
3775569,28300157
3778057,28440595
3778082,28440269
3781843,28450582
3783015,27545725
3785046,27857468
3793812,28461100
3796423,28459172
3797603,28301820
3799641,28462670
3800920,28304420
3803796,27547001
3811758,28303261
3819857,27548341
3832476,28460987
3837497,28465059
3860252,28678419
3865900,28564812
3876448,28496884
3876586,28478924
3879771,28490681
3885046,28494059
3887112,28313534
3888067,28566033
3894538,28484479
3917695,28511301
3942298,28512715
3943241,28513592
3957566,28316797
3970427,28685954
3970429,28686250
3970986,28319737
3974774,28321324
3983526,28507282
3987071,28514246
3998219,28516222
4000386,28575164
4000920,28688864
4008088,28524004
4012446,25961501
4019654,28531825
4027226,28576179
4051364,28330854
4063466,28863496
4063585,28098129
4065746,28313381
4066286,26810379
4067007,28181671
4075186,28051564
4079186,28334591
4086346,28866991
4088186,28334035
4100306,28866193
4112615,28870387
4127486,28583353
4142986,28585623
4148248,28585861
4151130,29061971
4153590,28699971
4155126,28889801
4155156,28895975
4164560,28900898
4171797,28900839
4180715,28903366
4192494,28899075
4199432,28913736
4207030,28340922
4207369,28900308
4236887,28920295
4245210,28916786
4298232,28595831
4301851,28932421
4309201,28933800
4320809,28707117
4321254,28946731
4340277,28930649
4352257,28951760
4354291,28955579
4376202,28964365
4377458,28966066
4386989,28356098
4387009,28359259
4404454,28959566
4420270,28956435
4434322,28979435
4438029,28111095
4474289,28112865
4491658,28993209
4508609,28967496
4509049,28996542
4543413,29191815
4556689,28605799
4564659,29192072
4567619,29015847
4570199,29006635
4575274,28116488
4576493,29021375
4576749,28783042
4578429,28115490
4593669,29026601
4603532,29093040
4603815,29020867
4604629,28784952
4623409,29022398
4640015,29026750
4640038,29038715
4657669,28616057
4664069,29093686
4695089,28118626
4726466,28119916
4726589,29203899
4738849,29058783
4763513,29210208
4782029,24656208
4784436,29211719
4789332,28618734
4790594,28793820
4791174,24668583
4793535,24672181
4797523,28724216
4804508,24691895
4805754,24684627
4807155,28628314
4811866,24686654
4814496,24675334
4815268,24697486
4816701,24709034
4825837,28124103
4843817,28800320
4846073,28799984
4854513,28632931
4860193,24705195
4870718,24715832
4870993,29104882
4875533,24714062
4875828,24727130
4879636,24718289
4913276,24722421
4927118,24731366
4935995,29243874
4936974,28804449
4939008,24736627
4939010,24739651
4942957,24750042
4943196,24740829
4956496,28807235
4960567,24756113
4964515,24754722
4990819,24750646
4997050,24764558
5035133,24768481
5037734,29110629
